,Breathing Rate
0,27.26582
1,27.288805
2,27.295633
3,27.30164
4,27.782087
5,27.77572
6,30.557777
7,31.855293
8,33.254765
9,33.20379
10,33.14288
11,33.084602
12,27.659616
13,27.063805
14,27.03064
15,26.563726
16,25.295135
17,26.53952
18,24.891094
19,24.868065
20,24.86783
21,24.517181
22,24.550394
23,24.2436
24,24.294346
25,24.708454
26,25.144516
27,25.543564
28,25.141464
29,25.52701
30,26.379652
31,27.286598
32,28.842367
33,28.831379
34,31.220242
35,33.339363
36,33.315697
37,31.167524
38,31.106657
39,28.714973
40,26.271002
41,26.199436
42,25.753696
43,26.1513
44,26.157892
45,26.156628
46,25.73566
47,25.74496
48,25.759933
49,23.5537
50,23.55063
51,23.588926
52,23.610067
53,22.124573
54,23.625433
55,22.09482
56,22.05226
57,21.762074
58,21.739288
59,21.73185
60,21.746765
61,21.748568
62,21.75522
63,21.777397
64,21.776743
65,24.73542
66,24.77974
67,24.786947
68,24.770061
69,27.884596
70,28.403606
71,27.867693
72,28.3484
73,27.816471
74,27.772095
75,28.250977
76,28.215656
77,28.712698
78,28.679396
79,28.650187
80,28.113174
81,28.105513
82,28.633945
83,28.099072
84,28.118177
85,27.62776
86,27.625685
87,27.152658
88,27.151306
89,27.144056
90,27.149565
91,25.00762
92,22.085016
93,21.475313
94,21.957577
95,24.965395
96,22.029833
97,21.988964
98,27.27573
99,22.157255
100,25.085823
101,25.129923
102,25.144262
103,25.168964
104,25.187881
105,25.200216
106,28.956774
107,28.937687
108,29.451296
109,29.398296
110,29.38539
111,30.532131
112,30.50352
113,29.309914
114,29.252687
115,29.245945
116,27.17071
117,27.12952
118,27.1046
119,27.095505
120,24.217192
121,24.168272
122,24.168669
123,24.187195
124,24.203678
125,22.890255
126,22.883951
127,23.22844
128,23.25316
129,23.268696
130,24.3225
131,24.349327
132,24.731932
133,26.872223
134,26.89779
135,30.080755
136,31.330679
137,31.29326
138,30.606918
139,30.566828
140,26.82582
141,31.119276
142,31.105074
143,31.066082
144,31.04247
145,31.017231
146,29.74759
147,29.71414
148,26.636408
149,26.570784
150,24.935247
151,24.930952
152,24.947512
153,24.967297
154,29.873985
155,29.874098
156,26.321974
157,26.27718
158,25.061348
159,25.04933
160,25.072798
161,25.082535
162,25.094778
163,25.082111
164,22.146427
165,22.0298
166,24.992376
167,22.03821
168,21.96819
169,22.001266
170,22.042276
171,22.05629
172,22.07142
173,22.07957
174,22.078587
175,24.756163
176,24.80046
177,24.798162
178,25.183517
179,25.169334
180,24.75823
181,24.030437
182,24.725311
183,24.712824
184,25.908926
185,26.348206
186,26.313086
187,31.21852
188,31.212452
189,31.16399
190,31.145266
191,31.134897
192,32.49554
193,27.261753
194,32.444054
195,37.523823
196,37.450146
197,33.102802
198,32.9973
199,31.540016
200,32.927692
201,32.92145
202,31.500704
203,27.04852
204,23.91958
205,26.971209
206,21.40943
207,20.008602
208,19.78344
209,19.70085
210,19.70545
211,21.092451
212,23.921957
213,24.018719
214,26.041105
215,26.113224
216,29.6754
217,29.711426
218,27.097721
219,27.472864
220,27.456116
221,29.48883
222,27.342716
223,26.78094
224,25.85172
225,24.985178
226,24.939636
227,24.184885
228,24.158922
229,24.179455
230,24.20566
231,23.89963
232,23.930922
233,23.953053
234,24.331295
235,23.985048
236,23.998795
237,24.354881
238,24.36881
239,27.31869
240,27.324408
241,27.2992
242,24.014446
243,23.920048
244,25.82822
245,27.212215
246,27.213383
247,28.768707
248,25.896442
249,25.84175
250,25.837885
251,25.832355
252,22.9626
253,22.58038
254,21.244509
255,22.263077
256,22.567366
257,22.870487
258,22.869175
259,22.574686
260,22.58995
261,22.923578
262,22.964148
263,24.74242
264,23.026709
265,23.009876
266,24.776438
267,25.171263
268,25.56331
269,27.34138
270,30.05734
271,27.335407
272,25.511559
273,25.063047
274,25.038591
275,25.424496
276,26.731607
277,25.43699
278,26.731194
279,26.731878
280,27.677952
281,27.682972
282,27.681627
283,26.726795
284,23.95993
285,23.598988
286,23.255486
287,23.898304
288,23.893278
289,26.738726
290,27.732283
291,23.976072
292,27.710596
293,27.7459
294,27.746614
295,27.27237
296,26.811815
297,24.046354
298,23.979778
299,23.283531
300,23.230347
301,26.726501
302,23.255539
303,26.707125
304,23.26584
305,26.754852
306,25.460049
307,23.295254
308,20.2408
309,20.124325
310,20.067644
311,20.70787
312,25.514925
313,25.560884
314,25.53987
315,25.534111
316,25.550158
317,23.663893
318,25.527725
319,23.674166
320,23.668955
321,22.704391
322,23.634577
323,25.074251
324,25.04866
325,23.550941
326,23.503923
327,23.521961
328,25.031683
329,26.334066
330,25.10801
331,26.374372
332,25.12643
333,26.368687
334,25.112553
335,26.330318
336,26.321728
337,28.24239
338,29.363277
339,29.952513
340,29.925985
341,31.835989
342,31.810505
343,31.786793
344,31.758867
345,32.449356
346,33.164494
347,33.13266
348,33.106518
349,33.06272
350,33.047005
351,33.025154
352,32.277157
353,33.003117
354,33.00764
355,33.773743
356,37.34785
357,37.3305
358,38.317474
359,38.299072
360,38.259266
361,37.25066
362,37.215755
363,34.516254
364,37.18884
365,34.491558
366,34.4514
367,34.43957
368,34.43402
369,32.846344
370,30.149378
371,27.947449
372,27.94549
373,27.985018
374,28.04343
375,26.658064
376,28.129501
377,38.608788
378,38.58434
379,28.463253
380,37.55199
381,38.529236
382,38.501232
383,38.470295
384,38.415638
385,38.33142
386,38.261765
387,38.18868
388,37.1057
389,37.028675
390,37.964485
391,36.949993
392,33.51422
393,29.560081
394,29.453724
395,28.941912
396,28.97708
397,29.018122
398,29.05522
399,28.05641
400,29.138279
401,28.094414
402,25.460043
403,25.43162
404,25.444849
405,28.22015
406,27.298489
407,28.28138
408,28.266233
409,27.25004
410,27.21753
411,28.202347
412,28.206535
413,28.216267
414,28.221224
415,28.235985
416,28.240158
417,28.206835
418,28.190073
419,28.168789
420,27.203203
421,27.166475
422,27.172699
423,26.71288
424,26.705845
425,26.685892
426,26.259335
427,26.27001
428,26.261232
429,26.70434
430,26.7275
431,27.173878
432,27.180744
433,27.19883
434,26.73765
435,26.727495
436,26.733847
437,26.72034
438,28.187757
439,28.716133
440,28.723635
441,28.70793
442,28.70128
443,28.693241
444,28.688498
445,28.683372
446,29.820763
447,28.699944
448,29.815136
449,29.814945
450,30.41561
451,29.79914
452,30.38708
453,30.39071
454,29.786892
455,30.386812
456,30.393122
457,30.390108
458,30.387144
459,30.376701
460,30.372911
461,30.37676
462,31.668547
463,31.681467
464,31.672804
465,31.676973
466,33.107105
467,31.677738
468,31.661663
469,31.65256
470,31.646463
471,31.643127
472,33.07345
473,33.069115
474,29.183138
475,33.043755
476,33.05268
477,29.179232
478,29.135612
479,28.074389
480,22.576805
481,22.376596
482,22.292824
483,22.25731
484,27.132124
485,27.206427
486,27.72327
487,27.762081
488,27.798626
489,28.302017
490,27.829624
491,27.860891
492,27.854317
493,27.849993
494,27.840786
495,27.763693
496,27.214012
497,27.156796
498,27.598467
499,27.12005
500,27.128735
501,27.14705
502,27.160793
503,27.178041
504,27.195786
505,27.20115
506,27.217743
507,27.212671
508,27.215158
509,27.211695
510,27.20663
511,27.197702
512,27.193686
513,27.192537
514,27.186768
515,23.653204
516,23.553236
517,23.519873
518,23.188688
519,22.565649
520,23.170582
521,23.200344
522,23.231762
523,23.243105
524,23.262493
525,23.281475
526,23.292898
527,23.307636
528,24.014006
529,24.03533
530,24.01429
531,24.00843
532,23.98636
533,26.367174
534,26.377352
535,26.369251
536,24.01097
537,22.975174
538,22.930214
539,22.912605
540,22.898315
541,22.891855
542,22.892202
543,23.57421
544,25.047235
545,29.429493
546,30.030039
547,29.424515
548,29.42004
549,28.321661
550,28.305012
551,28.276476
552,28.23925
553,27.691986
554,27.652584
555,27.621912
556,27.591167
557,27.561886
558,27.546425
559,27.546926
560,27.590757
561,26.672112
562,26.692106
563,27.684397
564,31.179874
565,34.115345
566,34.09855
567,34.064713
568,34.022156
569,33.981644
570,33.942917
571,32.393665
572,32.356045
573,30.969238
574,30.30568
575,24.359648
576,24.153646
577,24.071676
578,24.039125
579,24.05898
580,25.26745
581,25.347404
582,25.413567
583,25.072702
584,25.117487
585,25.561453
586,25.599037
587,25.222555
588,25.224453
589,25.225393
590,25.572206
591,25.139124
592,25.49509
593,25.890717
594,25.876022
595,25.884434
596,27.240677
597,27.253437
598,27.747114
599,27.260958
600,25.90899
601,27.244999
602,27.7471
603,27.75017
604,27.735474
605,28.765297
606,29.892702
607,28.744797
608,34.854385
609,34.820137
610,34.76848
611,34.731735
612,34.691277
613,32.336147
614,34.616833
615,40.484898
616,40.42721
617,40.369045
618,34.50908
619,34.41098
620,40.26646
621,33.602253
622,33.51248
623,32.060448
624,30.733658
625,30.743452
626,30.138567
627,28.451242
628,23.590425
629,23.442266
630,23.46028
631,22.863068
632,22.907972
633,22.907522
634,23.5787
635,23.01919
636,22.72327
637,22.734388
638,26.028765
639,26.980223
640,27.959286
641,29.02755
642,29.027924
643,29.519806
644,30.67163
645,30.630901
646,30.580914
647,30.530296
648,30.491467
649,30.446314
650,31.041761
651,31.66985
652,31.632528
653,33.063744
654,33.05818
655,31.622358
656,34.626457
657,34.615494
658,34.60021
659,34.575516
660,34.56701
661,34.559242
662,32.949486
663,34.481888
664,34.47138
665,32.87979
666,32.870804
667,30.170784
668,27.950903
669,27.928362
670,30.174782
671,30.22321
672,28.033155
673,28.044006
674,28.062553
675,28.107752
676,26.2632
677,28.14364
678,27.701324
679,27.729399
680,26.806288
681,26.359627
682,26.350353
683,26.771606
684,26.316238
685,26.323843
686,25.100044
687,25.079315
688,26.315382
689,25.096754
690,25.08335
691,26.773952
692,26.80935
693,26.814423
694,27.291302
695,28.285854
696,28.288137
697,29.36169
698,29.354488
699,29.334732
700,30.507635
701,30.481846
702,30.446026
703,30.421442
704,30.386038
705,29.176567
706,29.155956
707,28.07076
708,28.051823
709,26.17873
710,26.154728
711,25.72381
712,25.324133
713,24.566391
714,24.56015
715,24.577421
716,25.392523
717,25.426311
718,25.449738
719,25.47657
720,25.490131
721,25.9233
722,25.933374
723,26.826193
724,29.403769
725,31.93263
726,31.91458
727,32.578434
728,32.53726
729,31.793863
730,32.456367
731,31.728024
732,31.693325
733,31.675278
734,31.645878
735,30.327385
736,30.284052
737,30.26701
738,30.253128
739,26.601923
740,30.27778
741,30.33134
742,30.357985
743,30.38482
744,30.395489
745,31.04202
746,30.41847
747,30.416239
748,30.414064
749,30.412016
750,30.408926
751,30.715063
752,31.028807
753,31.69269
754,31.656864
755,28.650246
756,27.117819
757,28.599716
758,28.621695
759,28.638556
760,27.149725
761,27.13995
762,26.254509
763,25.830143
764,25.830223
765,23.307331
766,23.256823
767,23.25604
768,23.270794
769,23.289347
770,23.288626
771,23.284945
772,23.291048
773,23.302412
774,25.953348
775,26.880436
776,26.901379
777,27.364008
778,27.360794
779,28.355352
780,30.63151
781,32.629814
782,31.207754
783,32.524567
784,32.479416
785,32.42448
786,32.378075
787,32.332973
788,32.29071
789,32.274498
790,32.268448
791,32.247963
792,32.235157
793,30.865883
794,30.21719
795,30.221674
796,29.655785
797,29.661226
798,26.625057
799,26.589586
800,29.72043
801,26.658205
802,26.634903
803,26.65101
804,26.670654
805,27.648205
806,27.680471
807,23.688192
808,23.600216
809,23.593979
810,23.60477
811,27.755552
812,27.806702
813,27.795332
814,27.789028
815,27.801859
816,28.29668
817,28.290642
818,28.286386
819,28.288612
820,28.284742
821,28.286871
822,28.24351
823,28.199295
824,28.164076
825,28.131908
826,28.141134
827,27.160234
828,27.14963
829,28.144669
830,27.17569
831,27.16782
832,27.167812
833,27.18062
834,27.18092
835,27.180489
836,27.1802
837,27.178003
838,27.18091
839,26.72223
840,26.716444
841,26.724506
842,26.722364
843,26.718275
844,26.72257
845,26.717335
846,26.27292
847,26.269987
848,26.273912
849,26.284975
850,26.295542
851,26.299473
852,26.757854
853,26.764715
854,26.760725
855,28.776634
856,29.34744
857,29.340887
858,29.334692
859,29.316763
860,29.305664
861,29.292208
862,29.279057
863,29.261833
864,29.252281
865,29.232464
866,29.218315
867,30.398106
868,30.390638
869,29.19465
870,27.607058
871,29.188618
872,30.400015
873,30.415974
874,30.419579
875,33.17846
876,33.1753
877,33.156734
878,33.13835
879,34.70919
880,34.68648
881,34.663345
882,33.065746
883,33.036896
884,33.01326
885,32.98105
886,31.538973
887,31.520958
888,31.515383
889,31.519022
890,31.545485
891,32.263336
892,32.281376
893,32.304855
894,32.33622
895,33.088673
896,33.103413
897,33.103077
898,33.09901
899,33.08657
900,33.07579
901,33.05828
902,33.0445
903,33.026558
904,33.009575
905,27.176691
906,27.062618
907,23.075167
908,21.645004
909,21.50425
910,21.446873
911,22.814798
912,27.173615
913,29.965122
914,35.026505
915,35.88604
916,35.86523
917,35.84828
918,35.824936
919,35.79604
920,37.568203
921,39.54414
922,40.513573
923,40.37068
924,40.239964
925,40.1199
926,40.030888
927,38.877304
928,31.300663
929,29.411829
930,28.846779
931,28.871323
932,26.904163
933,26.900682
934,26.917505
935,26.95755
936,27.010021
937,27.079054
938,27.130114
939,27.204147
940,27.26695
941,29.409725
942,29.463644
943,30.008184
944,30.577034
945,32.542503
946,32.500973
947,32.44898
948,32.418587
949,32.396187
950,32.375145
951,31.007408
952,30.99107
953,30.980278
954,32.321434
955,32.307457
956,34.629906
957,31.614576
958,36.364063
959,31.62491
960,30.93024
961,30.927164
962,29.155931
963,29.131012
964,28.601591
965,28.58396
966,28.571991
967,29.106468
968,26.611786
969,26.576239
970,26.594864
971,26.194653
972,23.5961
973,23.596872
974,23.592196
975,26.28547
976,26.788767
977,27.76207
978,28.274443
979,28.280514
980,28.281343
981,28.273602
982,28.27684
983,32.577442
984,32.565777
985,35.74371
986,35.69644
987,32.45454
988,35.53906
989,32.33402
990,32.263157
991,36.341625
992,32.271458
993,32.228737
994,39.327087
995,39.271152
996,39.22838
997,39.17585
998,38.103592
999,35.24661
1000,35.249557
1001,35.262383
1002,35.241745
1003,32.846
1004,32.81509
1005,35.231144
1006,32.8324
1007,32.794926
1008,32.793266
1009,32.112656
1010,29.609991
1011,29.630291
1012,29.68236
1013,29.73883
1014,31.662634
1015,29.787992
1016,27.205664
1017,27.16509
1018,27.151487
1019,27.158228
1020,27.185385
1021,27.20595
1022,30.498093
1023,27.299812
1024,27.265545
1025,27.24708
1026,27.234724
1027,27.239916
1028,27.237923
1029,24.773428
1030,27.24425
1031,27.258657
1032,27.250237
1033,27.241001
1034,30.507452
1035,27.27214
1036,26.750801
1037,26.311697
1038,26.288094
1039,26.268744
1040,26.719841
1041,26.73003
1042,26.268042
1043,25.847755
1044,25.826801
1045,25.396646
1046,25.397022
1047,25.405254
1048,25.405752
1049,25.046335
1050,25.04129
1051,24.662271
1052,25.040049
1053,25.437859
1054,25.43818
1055,25.05071
1056,24.669561
1057,24.300571
1058,24.294046
1059,22.962175
1060,22.628864
1061,22.61428
1062,24.26388
1063,22.638815
1064,22.3183
1065,22.307688
1066,21.475334
1067,21.457205
1068,21.460817
1069,21.468021
1070,21.482063
1071,21.488943
1072,23.287031
1073,23.31101
1074,25.98663
1075,26.902258
1076,25.99851
1077,25.991522
1078,26.867708
1079,26.852278
1080,26.843533
1081,27.27729
1082,28.263435
1083,28.244043
1084,28.756592
1085,28.716457
1086,28.688719
1087,28.138615
1088,27.122742
1089,25.776527
1090,25.774471
1091,26.205742
1092,26.221212
1093,26.22754
1094,26.235504
1095,27.159582
1096,27.180496
1097,26.270525
1098,26.268755
1099,24.293467
1100,23.922531
1101,23.920996
1102,23.926516
1103,23.927662
1104,26.314331
1105,23.962801
1106,23.92088
1107,23.916763
1108,21.52283
1109,21.458984
1110,21.458616
1111,21.471668
1112,23.9646
1113,24.379738
1114,24.390347
1115,24.378654
1116,26.418741
1117,27.368729
1118,27.861952
1119,27.377066
1120,27.853739
1121,27.840042
1122,28.336628
1123,28.291822
1124,28.249737
1125,28.207724
1126,29.262636
1127,29.25036
1128,31.75381
1129,31.740484
1130,31.715622
1131,26.294409
1132,26.196907
1133,26.18934
1134,26.191803
1135,26.195831
1136,29.811768
1137,26.704866
1138,26.666117
1139,26.661068
1140,26.666063
1141,26.677496
1142,26.703346
1143,26.743212
1144,26.779205
1145,26.808813
1146,26.787361
1147,26.768501
1148,26.755112
1149,26.741554
1150,26.73758
1151,26.768476
1152,27.231722
1153,27.235283
1154,27.238192
1155,27.2381
1156,26.321693
1157,25.46528
1158,23.001532
1159,21.811428
1160,21.7421
1161,21.201382
1162,21.689629
1163,21.698164
1164,21.712006
1165,21.724592
1166,21.737888
1167,21.75266
1168,27.38629
1169,27.436882
1170,29.578941
1171,29.576544
1172,32.091114
1173,32.74606
1174,32.679432
1175,32.59745
1176,32.521725
1177,32.451694
1178,31.699915
1179,31.636889
1180,29.691065
1181,29.04709
1182,28.462637
1183,27.938198
1184,27.9401
1185,27.973263
1186,28.537987
1187,28.58325
1188,28.102959
1189,27.62264
1190,28.695768
1191,29.287786
1192,28.75974
1193,28.756355
1194,28.766705
1195,29.303251
1196,29.291225
1197,29.266775
1198,30.445152
1199,31.077223
1200,31.067917
1201,31.064173
1202,31.055977
1203,31.050623
1204,31.040724
1205,30.406546
1206,30.411552
1207,30.409456
1208,27.661818
1209,27.614414
1210,27.610046
1211,27.60343
1212,27.607727
1213,27.618925
1214,27.637392
1215,26.263102
1216,23.957804
1217,26.240412
1218,27.69284
1219,27.726198
1220,27.745434
1221,27.759789
1222,26.370676
1223,30.556242
1224,30.563354
1225,30.535843
1226,30.518719
1227,26.802355
1228,24.035831
1229,23.30094
1230,23.882063
